District code,State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Workers,Male_Workers,Female_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Rural_Households,Urban_Households,LPG_or_PNG_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Total_Power_Parity,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Above_Rs_545000,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Ownership_Owned_Households,Ownership_Rented_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,sex_ratio,Literacy Rate,Youth_Dependency_Ratio,Elderly_Dependency_Ratio
82,Haryana,Rohtak,28.892517647058817,76.53123235294117,1061204,568479,492725,747582,436025,311557,117097,150903,140782,168499,109596,100346,21134,808357,248795,1057152,345967,272646,73321,715237,95732,36568,8521,205146,1043887,8185,732,3916,200,3491,24,175203,131739,94633,128,193120,8482,27225,2299,77,372,537,291,174390,147990,605741,269354,185685,133362,37417,9594,11401,185204,15541,37780,136781,87.0,70.0,224.88658048516078,68.93716076241675
83,Haryana,Jhajjar,28.59651868131869,76.61137142857145,958405,514667,443738,676091,399480,276611,90737,109829,115794,145258,97457,58826,9387,627288,201028,828316,326534,250020,76514,631871,112389,44845,9254,160046,945693,8247,734,1042,105,645,22,211816,78328,70149,121,168558,5034,19241,2169,81,407,452,260,153834,123545,549975,245095,162356,114239,35840,9978,11871,168223,12154,36547,114081,86.0,71.0,224.3925824680226,66.24206940166059
84,Haryana,Mahendragarh,28.1352161458333,76.14018072916659,922088,486665,435423,630255,380440,249815,94273,135849,126291,132765,94245,60296,10353,654072,245602,899674,338584,232935,105649,583504,149146,38320,7639,143479,913251,5660,301,1737,75,644,15,223726,44216,45359,67,135455,2624,13908,1894,80,407,363,144,113329,74605,530000,229392,161258,100023,37004,13048,15919,162961,3691,55460,80378,89.0,68.0,231.04554648810768,70.29800516147033
85,Haryana,Rewari,28.19164714828897,76.55956007604564,900332,474335,425997,636947,375453,261494,81280,120860,122617,139646,95807,65143,9820,635173,206827,842000,337727,235326,102401,562605,102698,28215,9782,197032,889133,5713,701,1804,202,1525,12,199449,69305,62667,26,152651,5121,18092,1979,72,359,421,249,134804,100436,518747,230704,150557,105725,34760,10257,12265,156650,9969,35782,114709,90.0,71.0,224.8539253762397,65.25981344059922
86,Haryana,Gurgaon,28.043894789579163,77.01935130260523,1514432,816690,697742,1111116,638666,472450,126920,177453,175370,219200,150120,233402,41366,1123831,263720,1387551,544716,432456,112260,969716,56046,27097,18228,443345,1408801,70842,9725,15097,944,7451,254,141703,381988,238359,605,305751,67087,102343,3107,85,404,714,577,290709,271169,875531,428101,210307,211628,46969,13062,16024,211728,98060,44026,257287,85.0,73.0,204.51505602649843,49.125556819535575
88,Haryana,Faridabad,28.14873109756098,77.32718536585368,1809733,966110,843623,1272739,734940,537799,137902,220384,198551,282666,178846,259933,27864,1306146,346567,1652713,579229,476933,102296,1230504,27705,29288,32286,489950,1588407,161680,9743,34572,640,4883,249,87700,382981,258422,524,333171,43437,82673,5080,156,729,1321,511,313812,296399,1095602,481318,231029,244743,54372,14109,17481,276186,69917,65216,253688,87.0,70.0,227.62539526882435,47.99924374322174
93,Sikkim,East,27.29600352941175,88.74908392156858,1709346,907500,801846,1352998,748382,604616,86484,219061,260094,267825,235187,246988,18644,1334283,169693,1503976,579692,486951,92741,1129654,1156,3094,19541,555901,1410852,178807,15792,53027,2643,46927,366,1086,461132,327253,89,352758,80037,127465,7151,578,1681,1903,769,333378,331089,948963,497157,262124,246036,50271,11891,14439,241976,101386,28364,321816,88.0,79.0,190.87793192090226,52.7245920302842
99,Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,1969168,1043340,925828,1193343,710908,482435,237042,314107,238397,163098,105734,104071,19396,1181845,710223,1892068,912672,596320,316352,1056496,268297,230438,13790,400147,1437144,50688,2077,474853,938,1988,164,397697,164897,88543,108,283142,6295,24901,3332,327,997,958,322,332389,316783,1167889,502211,283484,257909,63985,18448,21776,330298,23354,101909,236712,89.0,61.0,232.54946626019742,56.447190523505064
100,Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,1774692,931184,843508,1034136,624281,409855,239601,273441,219194,153628,104087,84185,14416,1088552,723454,1812006,835260,512802,322458,939432,370452,166833,13839,284136,1433067,118673,1542,216997,241,1935,138,389059,108694,55515,42,243163,3360,16217,2709,287,840,759,239,278085,278373,1058044,453114,242361,216660,61217,22375,26672,306363,11944,100071,192913,91.0,58.0,233.50503405324048,53.48786398124975
101,Rajasthan,Bikaner,28.12489068322981,73.26943322981371,2363937,1240801,1123136,1278801,782399,496402,410155,333211,254335,143669,80296,101714,18577,1341957,1015331,2357288,986208,640572,345636,1377729,499223,103833,26244,356908,2073356,235741,1901,20072,285,30850,79,335754,196179,108812,235,220793,7607,29531,3411,320,1004,995,335,301031,195188,1543867,517271,288165,239576,71678,30558,42151,349733,17010,99339,194668,91.0,54.0,298.46386130287607,55.70870974788844
102,Rajasthan,Churu,28.29330375536484,74.65846427038629,2039547,1051446,988101,1149269,696729,452540,336671,302022,237220,161520,100677,77282,13320,1228712,910226,2138938,902829,541404,361425,1136718,572644,87983,16594,225608,1777879,249736,958,402,188,7104,127,344897,148996,74197,42,231696,2577,15259,3361,373,1056,931,238,268120,200805,1293193,458725,272176,217710,69555,29997,39372,338115,6521,131525,153018,94.0,56.0,281.9102948389558,59.33315167039076
103,Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,2137045,1095896,1041149,1370360,815834,554526,296093,305626,301866,256621,192240,158936,25286,1536668,712584,2249252,894649,541392,353257,1242396,521692,68878,13472,290607,1905682,228178,1004,275,56,548,85,500452,150357,131987,81,297559,4828,24178,3300,354,1021,945,288,297078,205571,1298780,494124,330126,239984,74557,30255,38856,371091,9196,142622,191632,95.0,64.0,262.84495389821177,66.81035529543192
104,Rajasthan,Alwar,27.55271738035265,76.65359630562563,3674179,1939026,1735153,2182476,1359829,822647,492781,492981,468628,324050,230415,222622,31390,2262867,1384905,3647772,1708542,994171,714371,1965637,898891,216772,34562,558317,3039279,547335,2696,64532,4384,13221,348,782294,212967,123478,214,485723,9750,45770,5732,544,1700,1542,661,330836,172919,2346721,836000,490137,403740,113701,49889,65112,595153,27599,259700,216309,89.0,59.0,280.70825358851675,58.62882775119618
105,Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,2548462,1355726,1192736,1480869,943910,536959,363676,330336,314953,211938,147520,132571,23311,1524305,1104824,2629129,1071154,647198,423956,1477308,500994,238894,25068,306198,2143046,371286,1576,23456,899,5758,18,479437,129697,61113,118,288723,4179,26106,3699,408,1161,1046,308,198184,85903,1659515,546362,329127,282742,69981,29251,38271,411145,8732,146614,103790,88.0,58.0,303.73909605719285,60.23973116724809
106,Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,1206516,653647,552869,683098,435721,247377,207566,172914,132964,77360,45590,37856,8194,682444,552106,1234550,523212,339110,184102,683304,229936,74342,12721,206213,1127520,72258,688,1356,92,2739,21,214670,58626,24561,59,96086,1330,9504,1641,216,547,414,68,77503,33172,815651,248416,141365,141825,28860,8921,11666,195242,4973,108776,42599,85.0,57.0,328.3407671003478,56.90655996393147
107,Rajasthan,Karauli,26.51901555555556,76.96081818181815,1458248,783639,674609,805849,531904,273945,220644,193938,170399,104208,69443,67639,14402,840673,668926,1509599,628726,371058,257668,829522,335302,115367,9521,168536,1370977,81553,602,297,70,3424,413,305047,59308,28296,69,132079,1059,13045,1987,226,633,552,164,69366,41754,947173,310688,192042,180863,40760,14651,18963,256601,4524,113262,50675,86.0,55.0,304.86307807189206,61.81184983005459
108,Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,1335551,704031,631520,741748,486184,255564,205450,172925,151108,87349,57625,70870,14384,759711,586492,1346203,578068,343802,234266,757483,313358,88804,12070,163836,1165505,155681,945,812,177,9991,42,282057,71264,40116,110,140947,1887,14310,1900,204,593,533,164,81379,52475,841697,309237,183234,175484,41668,11899,15234,243362,7424,111924,56544,90.0,56.0,272.1850878129072,59.25358220394067
109,Rajasthan,Dausa,26.91234817629181,76.57342097264443,1634409,857787,776622,938051,596935,341116,229035,235474,208537,135234,92559,90833,13764,1005436,681980,1687416,684495,398151,286344,949914,390960,76277,17185,200073,1582335,45488,439,296,94,3737,115,361084,59610,35600,145,195277,1719,14539,2286,286,745,612,151,85330,50480,1047136,358718,210117,197083,49469,18290,23883,284497,4381,151190,60038,91.0,57.0,291.9106373251412,58.574423363198946
110,Rajasthan,Jaipur,27.033459290187885,75.77117286012533,6626178,3468507,3157671,4300965,2554793,1746172,819004,875940,823570,659389,455527,703673,96562,4433665,2046038,6479703,2464893,1714947,749946,4161285,744374,131523,91011,1497985,5819980,687452,12708,18782,1020,81079,257,754841,977838,570997,1007,990085,76565,182350,12219,890,3164,3578,1476,816767,694107,4091148,1646480,884057,740126,198552,84826,117273,1001457,127486,347145,636260,91.0,65.0,248.47845099849377,53.693758806666345
111,Rajasthan,Sikar,27.64644058641976,75.29317422839503,2677333,1374990,1302343,1652117,995275,656842,369959,438872,367412,282595,200430,181282,19321,1859871,967497,2827368,1006504,657854,348650,1670829,501311,87889,22776,394528,2342076,327583,1122,356,177,4050,15,527560,178274,131342,160,339457,5647,28382,4033,430,1247,1144,359,328313,222955,1672813,605002,381226,265630,92135,42387,58649,434072,7418,170669,212651,95.0,62.0,276.4971024889174,63.01235367816966
112,Rajasthan,Nagaur,27.07862016048146,74.14215667001012,3307743,1696325,1611418,1758624,1102750,655874,513871,486057,388822,242053,147701,117444,14853,1910801,1533137,3443938,1425882,857031,568851,1881861,734614,263401,29647,398220,2833443,454487,1912,366,163,12940,276,675712,166489,97267,386,347344,4449,35328,4863,557,1555,1344,371,393528,209311,2088323,754143,463469,360200,124145,42635,56894,562803,15019,259545,166213,95.0,53.0,276.91339706130003,61.45638161462747
113,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,3687165,1923928,1763237,2031532,1265753,765779,497762,512035,405132,259304,154789,177199,30720,2036941,1591957,3628898,1489741,965103,524638,2197424,592370,242017,42412,612942,3224399,411558,6035,4123,514,36697,80,584215,307442,197135,350,408808,19335,54808,5708,540,1671,1676,556,481462,248676,2359786,836322,489280,418390,119108,34698,44835,574887,41870,230034,245426,92.0,55.0,282.16237286595356,58.50378203610571
114,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,669919,361708,308211,308653,210415,98238,109484,71132,41264,20142,12759,10604,1720,267105,397649,664754,288903,182565,106338,381016,132466,43872,6835,105730,497045,168129,874,1723,98,1521,34,159117,30830,12431,87,43141,754,7416,986,110,309,278,86,79428,26456,448969,140294,79977,80220,17296,4594,5828,107832,3328,59269,15653,85.0,46.0,320.02010064578667,57.00671447103939
115,Rajasthan,Barmer,25.77070908045978,71.50297126436782,2603751,1369022,1234729,1188322,783461,404861,406804,352636,219932,101291,52272,39533,7328,1179796,1501858,2681654,1202482,696240,506242,1401269,754260,132696,30565,284961,2244882,321192,1157,450,157,34010,34,542825,55980,39580,360,126494,2766,37730,3437,426,1121,931,259,234694,66597,1731122,527629,326476,313839,77361,15768,19460,436661,8087,213099,56954,90.0,46.0,328.0945512850886,61.87605306000997
116,Rajasthan,Jalor,25.07578093797277,72.18647261724662,1828730,936634,892096,829582,543923,285659,270997,277152,181691,75304,32366,25210,7850,870570,1033534,1904104,896644,494906,401738,932086,493355,158013,21867,223409,1732852,78990,730,231,144,14640,82,419216,48202,39745,263,161845,1585,12794,2470,287,790,678,217,145214,51153,1176496,390598,249379,221234,63191,15317,19356,315704,9562,120431,116788,95.0,45.0,301.2037952063247,63.84543699660521
117,Rajasthan,Sirohi,24.7976905263158,72.75309131578943,1036346,534231,502115,476806,309900,166906,117971,147381,110385,58213,30724,27076,5251,497001,577092,1074093,419829,272196,147633,616517,124080,97823,9443,188483,996562,30479,1284,572,114,6829,56,238535,69639,47182,42,134089,2146,10297,1621,157,481,442,180,91080,54218,649290,244401,142251,141471,31461,5958,7260,184197,13430,76134,75510,94.0,46.0,265.6658524310457,58.20393533578013
118,Rajasthan,Pali,25.80490393541874,73.55285640766907,2037573,1025422,1012151,1085693,667381,418312,293818,359329,271312,144581,71472,67021,9403,1216936,983050,2199986,842327,523077,319250,1195246,243491,237280,26119,335437,1870543,143476,1345,1540,141,18974,52,512909,139808,94821,272,326793,4043,19270,3317,321,997,906,345,274998,124303,1207983,467436,343384,292954,69280,16371,20467,396294,26351,172802,150135,99.0,53.0,258.4274638667112,73.46117971230287
119,Rajasthan,Ajmer,26.199300378787903,74.6990419191919,2583052,1324085,1258967,1526673,926268,600405,379043,394576,313680,200191,130608,172683,28138,1618919,1034334,2653253,1053722,686149,367573,1529330,298856,145523,35602,573741,2201663,314159,10605,6799,417,45614,184,409335,274919,171799,527,393498,13499,41732,4339,372,1227,1280,460,305048,204571,1561077,629951,388040,314176,83680,25926,33606,437083,40066,150655,194127,95.0,59.0,247.8092740546487,61.598441783567296
120,Rajasthan,Tonk,26.153935071707927,75.79192216427637,1421326,728136,693190,749659,478329,271330,237191,190750,154825,91853,64431,67155,9919,816124,661902,1478026,649161,371848,277313,772165,326083,113426,16004,193648,1243527,153146,754,378,122,22458,30,298911,81755,32359,143,158264,1908,12482,2145,227,668,593,187,92778,49974,880194,334006,205593,175326,49640,15166,19827,258120,7695,123244,54174,95.0,53.0,263.5264037172985,61.55368466434735
121,Rajasthan,Bundi,25.48580716049379,75.79984074074079,1110906,577160,533746,585044,371705,213339,153500,159218,121104,63248,41227,41052,6460,585809,553622,1139431,526091,314806,211285,584815,250453,111388,11172,153078,1017688,66609,682,11059,144,13455,24,239836,63452,33406,233,136969,1392,7705,1723,178,532,470,162,77636,42082,686771,267648,155958,151094,36875,9429,11579,202701,13298,107798,60819,92.0,53.0,256.59485593017695,58.26981707317073
122,Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,2408523,1220736,1187787,1256126,777582,478544,398993,338296,258990,141250,92785,106667,10928,1347909,1180456,2528365,1148165,674589,473576,1260358,555168,163052,30149,399796,2224839,142427,1978,1468,183,35149,60,530015,145865,93768,493,373644,6207,24014,3694,369,1117,1033,367,231845,115740,1439454,589476,365023,320832,87757,23072,28722,450389,37857,202416,134845,97.0,52.0,244.19212995948945,61.92330137274461
123,Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,1156597,581339,575258,619139,383334,235805,190090,190388,140839,72969,41063,34286,4732,674367,544517,1218884,550831,319534,231297,605766,207582,106587,13505,223157,1105676,33677,759,260,100,14966,68,304622,61054,36073,57,193276,1989,9222,1821,176,543,488,208,105451,49135,687165,275099,193668,159285,44271,11252,13851,229656,13593,104150,70203,99.0,54.0,249.78825804528552,70.3993834946692
124,Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,1388552,696532,692020,681591,415820,265771,238847,175059,114245,60656,42887,39312,4834,675840,764563,1440403,641515,346624,294891,747037,227849,184330,12514,216822,1340065,28662,830,240,226,16141,853,322816,31547,26351,140,141275,1477,11742,2030,201,611,530,236,62463,38043,868458,317700,191917,208338,45907,5454,6207,273174,6186,109767,52248,99.0,49.0,273.3578847969783,60.40824677368587
125,Rajasthan,Banswara,23.453642032967014,74.44246868131869,1797485,907754,889731,829343,513854,315489,240067,190259,137780,75011,50438,47094,8145,748794,1040914,1789708,916574,482236,434338,880911,546569,199370,19818,150817,1701234,48834,22250,427,138,22613,109,390437,39407,34189,498,120603,2324,15062,2734,286,839,723,296,72390,45574,1153029,406214,216554,279122,52822,5271,5992,352341,10180,147013,56756,98.0,46.0,283.8476763479348,53.31032411487541
126,Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,1544338,783171,761167,821825,514851,306974,245603,225700,170455,90889,58129,67155,10768,868699,715545,1584244,802755,456632,346123,741583,453201,123469,15435,210650,1413163,97855,1274,1515,252,25843,136,366780,88873,59190,146,268172,4941,16560,3238,319,973,888,349,138788,67820,880043,398303,258997,212406,61690,14687,17882,293931,27803,150191,96673,97.0,53.0,220.94812240932154,65.02511906764448
127,Rajasthan,Kota,25.175718080000014,76.18618928000001,1951014,1021161,929853,1298345,765396,532949,286676,294591,250092,172538,118710,167778,27485,1317870,588142,1906012,748811,534650,214161,1202203,140262,134992,25125,448432,1661307,243993,5665,11058,280,25742,286,203454,311735,165563,372,339899,12843,36297,3394,254,924,1024,375,265337,195286,1177474,495896,275396,263575,60434,15559,19386,300393,69588,113176,220850,91.0,67.0,237.44373820317165,55.53503153887105
128,Rajasthan,Baran,24.98023243243244,76.86210651828291,1222755,633945,588810,693307,432607,260700,203489,194024,144190,76209,46847,49939,8057,722755,545842,1268597,552583,329754,222829,670172,216538,185037,15258,135750,1133349,79984,1432,3066,84,2795,48,249184,69804,32685,141,161310,1363,9491,1741,202,556,479,129,92962,42258,762204,286344,173100,170718,41104,8689,10462,223828,13069,115070,60902,93.0,57.0,266.18472885759786,60.451764311457545
